Hardy,Sallebray
"PRÉCIEUSE | Généreux cavalier, ès affaires humaines | Le sens se laisse aller aux apparences vaines, | Abusant qui le suit ainsi que ces démons | 140 | Guides du voyageur sur la cime des monts, | Ou dans quelque chemin de périlleuse issue | Qui le perdent premier que leur fraude aperçue. | Pauvre ne plus ne moins et veuve de support, | Barque toujours flottante et qu'éloigne le port, | 145 | Nourrie entre un amas de personnes oisives | À nulle autre vertu qu'à leurs ruses actives, | Jeune d'âge n'ayant depuis mon premier jour | Vu de quinze printemps qu'à peine le retour; | Une inclination toutefois de nature | 150 | Trompe d'autres et vous en cette conjecture, | Que parmi la licence un troupeau vicieux | Empêche que l'honneur ne me soit précieux, | Oui sans comparaison plus précieux qu'à celles | Qui dans vos cités n'ont qu'un masque de pucelles, | 155 | Qui lascives d'effet ne désirent sinon | Se garder le faux bruit d'un pudique renom. | Moi de contraire humeur, je me donne carrière | Sur le premier objet qui fournit de matière, | Et me suffit assez que ce corps impollu | 160 | Moque les lacs tendus d'un propos dissolu : | L'or se prise affiné dans l'ardente fournaise, | Non la victoire acquise oiseuse et à l'aise. | Hé! qui ne sait aussi que l'honneur comparé | Ressemble un beau bouquet de toutes fleurs paré, | 165 | Qu'après deux ou trois jours que chacun le manie | Nous voyons contemptible en sa grâce finie ? | Que l'éclat au surplus de ce métal riant | Me provoque le goût davantage friand ? | Me survende mortel son amorce engloutie ? | 170 | Jamais, il ne saurait me tromper avertie, | Ne vous, n'homme qui vive au terrestre séjour | Qu'en qualité d'époux n'obtiendra mon amour. |","PRECIEUSE. | Vous n’étes pas le seul de qui l’ame abusée | 350 | A jugé mon honneur une conqueste aisée, | Plusieurs l’ont ataqué, tous ont été confus | De souffrir* comme vous la honte du refus. | Consolés-vous Monsieur, vous avés des semblables, | C'est le soulagement de tous les miserables. | 355 | Le métier que je fays, et mes gayes239 humeurs, | Qui sont de faux miroirs pour exposer mes mœurs, | Inspirent, je le croy, cette injuste licence, | Mais quand de ma vertu j’ai donné conessance, | On se repent aussi des discours qu’on m’a fais240, | 360 | Voyant que l’apparence est contraire aux effets. | Je vay, je viens, je cours, je ris et je folâtre241, | Toujours avec l’honneur dont je suis idolâtre, | Et bien loin d’imiter vos Dames des Cités242, | Qui couvrent de frédeur243 leurs impudicités,244 | 365 | J'ay les yeux tout de flame, et le cœur tout de glace, | Et j’ose les braver dans mon honéte audace, | Je ne perdis jamais à ce pudique jeu,245 | Et c’est ainsi que l’or s’affine dans le feu. | {p. 28} | Si j’ay parlé de Croix, n’ayés pas la pensée | 370 | Qu'un si lâche trafic me rende interessée, | Non, non, l’argent n’est point l’objet de mes souhais, | Et chacun sçait fort bien que je n’en pris jamais. | Gardés donc vos tresors, et croyés je vous prie, | Que ce que j’en ay dit c’est par galanterie, | 375 | N'esperés pas par là ces innocens plaisirs, | Qui sont dûs seulement aux innocens desirs, | Si je vens mon honeur, ce seul tresor que j’aime, | Ce ne sera jamais qu’au prix de l’honneur mesme. |"
,LA VIEILLE. | Voylà bien raisoner. |
,"DOM JEAN. | Ha ! banny ce penser, | 380 | Le garder un moment, c’est beaucoup m’offenser : | Mets là ta belle main, et sois toute asseurée | D'une foy, d’une amour246 d’eternelle durée.247 |"
"VIEILLE ÉGYPTIENNE | Hé, folâtre, où prends-tu ce que tu viens de dire ? | Le moyen t'écoutant de se tenir de rire ? |","LA VIEILLE. | Ma foy c’est tout de bon, il ne se moque point. |"
,"PRECIEUSE. | Plusieurs difficultés s’opposent à ce point, | 385 | Vous ne vaincrés jamais de si puissans obstacles. | {p. 29} |"
,DOM JEAN. | Amour dans le besoin* sçait faire des miracles. |
"DOM JEAN | 175 | Ains rebelle où prends-tu l'homicide raison | Qui mes fers aggravés renforce ma prison ? | Qui dessur une peur chimérique de blâme | Jette subtilement de l'huile dans ma flamme ? | Épargne ton pouvoir, épargne à ta beauté | 180 | Un Phœnix de constance, un roc de loyauté : | Tu désires qu'époux, ô agréable peine ! | Ma soif se désaltère à l'eau de ta fontaine ; | Soit le Ciel conjuré, la haine des parents, | L'innumérable excès d'obstacles apparents | 185 | Ne peuvent divertir l'heur de ma destinée, | L'heur mutuel qu'attend notre chaste hyménée, | D'assurance joint donc à la mienne ta main, | Ce futur mariage accompli dans demain. |","LA VIEILLE. | Ouy, ouy, mon bon Seigneur. |"
"PRÉCIEUSE | Toute chose qui naît avec la violence | 190 | Dévale précipite en l'éternel silence, | Une fin ridicule et honteuse la suit. | Or quiconque chez nous une fille poursuit, | Quiconque la reçoit compagne de sa couche, | Qu'après deux ans donnés d'épreuve ne lui touche : | 195 | Ils peuvent converser ensemble privément, | Mille honnêtes plaisirs cueillir réservement, | Hormis le dernier point que leur garde ce terme, | Un peu long si l'amant n'a le courage ferme. | Que voulussiez subir la rigueur de la loi ? | 200 | Donne à la coupelle épreuve votre foi ? | Faire profession d'un habit, d'une vie ? | Ou que du premier jour s'en perdrait bien l'envie, | Mon infirme sujet ne le mérite pas, | Heureuse de baiser la trace de vos pas. |","PRECIEUSE. | Sçachés que parmi nous | La fille et son amant qui s’offre pour époux | Eprouvent leurs humeurs*248 le cours de deux années, | 390 | Avant que de pouvoir joindre leurs destinées. | A ces conditions engager vôtre foy, | Subir à mon sujet la rigueur de la loy, | Abaisser vôtre rang à cette infame vie, | Avoués que déjà vous en perdés l’envie. |"
"DOM JEAN | 205 | Quand tu proposerais à ma flamme ignorée | Les périls encourus pour la Toison dorée | Du preux Thessalien, ou ces travaux hardis | Qui mirent dans l'Olympe un Alcide jadis, | Ma dextre entreprendrait sous le Dieu qui l'anime | 210 | D'égaler à peu près leur gloire magnanime : | Vis confinée ès rocs du Taure sourcilleux, | Rien ne m'est avec toi ne dur ne périlleux; | Pourvu que tes soleils me rayent favorables, | Toutes conditions je répute honorables, | 215 | Pourvu que mes travaux finissent quelque jour, | Un Paradis me suit où sera ton séjour. |","DOM JEAN. | 395 | Douter de ma constance*, ha ! mon cœur conoy mieux249 | Le pouvoir de ma flame, et celuy de tes yeux. | Propose si tu veux à mon ame asseurée | Les perils encourus pour la Toison dorée250,251 | Rien ne peut étonner* mon amour courageux, | 400 | Tout m’est doux, tout m’est beau, tout m’est avantageux*: | Bref le Ciel m’est témoin qu’avec ma Precieuse | {p. 30} | Toute condition me sera glorieuse, | Et je triompheray de toutes ses rigueurs, | Pourveu qu’un chaste hymen* unisse un jour nos cœurs. |"
"PRÉCIEUSE | Telle forme envers moi d'honnête procédure | Ne me reconnaîtrait ingrate ne trop dure, | Et, ce noviciat de la sorte parfait, | 220 | Nos désirs parviendront du propos à l'effet ; | Desseins bâtis en l'air qui passent la puissance, | Car comment colorer une si longue absence | Du logis paternel ? comment à l'avenir | Un cavalier le rang de Bohème tenir ? |",LA VIEILLE. | 405 | O merveilleux dessein ! |
"DOM JEAN | 225 | Certaine occasion, la meilleure du monde, | Offerte à point nommé notre projet seconde, | Tu le confesseras, sachant que le vieillard | En la Flandre au plu tôt délivre mon départ ; | Sur ce prétexte donc échappé de ma suite, | 230 | Demain vers votre gros je dresserai ma fuite, | Muni de force argent ; afin de me pouvoir | Des confrères nouveaux faire mieux recevoir, | Une bonne partie à nous trois réservée, | Tant que l'hérédité paternelle arrivée | 235 | Meurisse la moisson de nos contentements, | Exemple proposée au bonheur des amants. |","PRECIEUSE. | Apres cette assurance, | Si ma tante y consent... |"
"VIEILLE ÉGYPTIENNE | C'est ma foi tout de bon, que j'estime. |",DOM JEAN. | Vivray-je en esperance ? |
"DOM JEAN | La feinte | Onc de l'âme ne fut sur ce visage peinte, | Ma foi porte un oracle où l'on se doit fier. | 240 | Mais ne voulez-vous pas l'accord ratifier ? |",LA VIEILLE. | Moy je consens à tout. |
"VIEILLE ÉGYPTIENNE | Précieuse, en ce cas, suive son franc arbitre, | Qui ne saurait d'ami choisir à meilleur titre. |","PRECIEUSE. | Hé bien, ouy, je me rends, | Mais de quelle façon abuser vos parens ? | Nous serions tous perdus s’ils en avoient un doute. |"
"PRÉCIEUSE | Non, ma mère, l'honneur présentement reçu | Possible qui le fait ne fâchera déçu, | 245 | Mon inclination répugne à ma fortune, | Lasse de plus servir de fable à la commune, | Qui réclame le ciel chaque heure mille fois | Sur les stables repos que nous promet ce choix. | Tenez, mon cavalier, la parole avancée, | 250 | D'une pauvre Andromède invincible Persée. |","DOM JEAN. | 410 | Je conclus avec eux, ayant sceu vôtre route, | De voyager en France, et m’en suis separé | {p. 31} | Sous ce pretexte faux qui me tient assuré, | La guerre252 en fut un autre à m’exenter de suite253. |"
"DOM JEAN | Tu la vois accomplie, ou le destin jaloux | Me privera de vie en te privant d'époux. | Or avais-je oublié que, crainte de surprise, | Et pour mieux assurer l'amoureuse entreprise, | 255 | Faut que votre brigade implorée au besoin, | S'écarte à travers champ de la ville bien loin, | Que deux traites plutôt elle réduise en une, | Afin que de ma route on n'ait remarque aucune. |","PRECIEUSE. | Quoy, vous étes tout seul ? |"
"VIEILLE ÉGYPTIENNE | Ne te chaille, volant sur les ailes du gain | 260 | Cela sera ma charge, et j'y tiendrai la main. |",DOM JEAN. | Ouy. |
,PRECIEUSE. | La rare conduite ! |
,"DOM JEAN. | 415 | Il la faut achever, ne perdons point de temps, | Pour ma réception préparés tous vos gens, | Tandis que je feray transporter dans vos tantes. |"
,PRECIEUSE. | Quoy ? |
,"DOM JEAN. | Tout mon équipage254, en serés vous contente ? |"
,LA VIEILLE. | Faites. |
"DOM JEAN | Te souvienne informer par la ville, mon âme, | En quel estime on a Dom François de Carcame, | Si je fonde, pipeur, ton espoir sur du vent, | Et va de notre amour ce gage recevant. |","DOM JEAN, lui presentant la bourse. | En m’atendant garde toujours cecy. |"
"VIEILLE ÉGYPTIENNE | 265 | Le fais lui pèserait, donnez que je j'allège, | Elle toucher de l'or ? c'est pis qu'un sacrilège. |",
"PRÉCIEUSE | Que faites-vous ma mère ? hélas ! plutôt la mort | Qu'avare mon honneur consente à tel effort, | Que l'exposant vénal un reproche ordinaire | 270 | Ce vertueux amour appelle mercenaire. | Plutôt que ce présent ne lui restituer, | Exorable venez me perdre, me tuer. |",PRECIEUSE. | 420 | Enfin vous m’offencés de me traiter ainsi. | {p. 32} |
"DOM JEAN | Ne m'imagine pas, téméraire folie, | Croire que tel présent davantage te lie : | 275 | Jupiter, tu aurais le Ciel à posséder, | Jupiter, je voudrais le foudre te céder. | Adieu ma Reine, adieu lumière de ma vie, | Paye au moins d'un baiser ma liberté ravie. |",LA VIEILLE. | Donnés j’en auray soin. |
"PRÉCIEUSE | On le réserve prêt, amorce du retour, | 280 | Si ce grand mont n'enfante une souris d'amour. |",PRECIEUSE. | Non pas. |
"DOM JEAN | Léandre ne fendit onc de pareil courage | Les flots impétueux de l'Hellespont à nage, | Que pris en tes liens, notre je le revois, | Ains utile au commun de la bande prévois. |",LA VIEILLE. | Elle se moque. |
"PRÉCIEUSE | 285 | Le pêcheur avisé dedans l'onde secoue | Tous ces petits poissons dont sa ligne se joue, | Et d'entre eux ne choisit que les gros plus exquis, | L'impatience aussi nous perd souvent l'acquis. |","PRECIEUSE. | Je vous l’ay déjà dit, ce procedé me choque, | De grace... |"
,"DOM JEAN. | C'est assés, à Dieu, je t’obéis. |"
,LA VIEILLE. | Mes leçons et mes soins* sont donc ainsi trahis. |
,"PRECIEUSE. | 425 | Voyez vous ? je haï trop cette humeur mercenaire255. | [E, 33] |"
"VIEILLE ÉGYPTIENNE | L'amour plus que la peur de perdre te maîtrise, | 290 | À plumer ces pigeons encore mal apprise, | Qui ne viennent après que mieux au colombier, | Simple tu me veux donc apprendre mon métier ? | Vois-tu? Ceci se couche ès plis d'une chemise, | Où se trouve au besoin notre espérance mise. | 295 | Viendra-on quelquefois à tomber de hasard | Ès justicières mains qui pincent sans égard ? | Ces soleils exposés éblouissent la vue, | Font naître la pitié chez qui ne l'avait eue. | Sage d'expérience : une première fois | 300 | Le fouet par le bourreau me tenait aux abois, | La ville peu après en public, de sa grâce, | Ces armes m'ordonnait, qu'un fer ardent nous trace : | Alors, certes, alors mon remède valut | Des ducats dépliez, et le tout s'en fallut. | 305 | Mais achevons d'aller dedans la ville apprendre | Si chez notre amoureux il y a tant à prendre, | Que de suite la troupe on dispose au départ, | Lui tenu sur sa route averti de ta part. |","LA VIEILLE. | Folle tu ne sçais pas ce qui t’est necessaire, | Refuser de l’argent, ô Dieux ! te moque-tu ? | Conoy-tu son pouvoir ? en sçais-tu la vertu ? | Somes-nous en danger ? l’argent nous en delivre, | 430 | Dans les bras de la mort souvent l’argent fait vivre, | Nous principalement, dont le sort quelque fois | Est prest de succomber sous la rigueur des lois : | Ces rayons exposés éblouïssent la veuë, | Dissipent du malheur l’épouventable nuë256, | 435 | Eclairent à257 signer nôtre élargissement*, | Et nous font retirer des prisons prontement,258 | Apprens qu’une clef d’or ouvre toutes serrures. |"
"DOM SANCHO | Seul | Étrange cruauté, que la mère nature | 310 | Admire son chef-d'œuvre en cette créature, | Belle d'humeur, de corps, d'esprit et d'entretien, | Tout de perfection, à qui ne défaut rien, | Le faible lustre hors que la race nous donne, | N'était que de fortune un bon vent l'abandonne. | 315 | Quel dommage apparent, quelle horreur de la voir ? | Qui d'un Monarque dût la couche recevoir, | Cà et là butiner sa déplorable vie ? | Ah! que si je croyais mon amoureuse envie, | Tu peux à meilleur conte et à moindre danger | 320 | Farouche apprivoisée au joug te la ranger, | Usant de connivence, elle qui se contente | De si peu que chacun d'aumône lui présente, | Un écu prisera qu'enveloppent mes vers | Propres à ces chansons plus que tout l'univers, | 325 | Vers contez dans le sein à quelque heure choisie ; | Ce gentil naturel adorant la poésie, | Chez elle me promet un plus facile accès, | Engagée au combat je gagne mon procès ; | Soldat victoriens, une active poursuite | 330 | M'assure la victoire, et soudain met en fuite | Ces chimères d'honneur, qu'à force de raisons | Sur l'heure disparoir aisément nous faisons. |","PRECIEUSE. | Sçachés que la Vertu brave ces procedures, | Au reste, allons hâter nos desseins resolus. |"
"PRÉCIEUSE | Ma foi vous triomphez en ces œuvres dernières | Pleines à mon avis de chaleurs printanières, | 335 | Capables d'arracher aux plus judicieux | Un los qui leur auteur élève dans les cieux : | Esprit universel qui sait, autre Protée, | À son style donner toute forme empruntée, | Même que les chansons qui proviennent de vous | 340 | Se discernent à l'air agréablement doux, | Pareilles qu'Amphion fredonna sur sa lyre | Lorsque les murs Thébains elle voulut construire, | Ou que le Cinthien qui débonnaire fils | Chantait de Jupiter les Titans déconfis. |","LA VIEILLE. | 440 | Passe pour cette fois, mais n’y retourne plus. | Fin du premier Acte. |"
"CLÉMENT | 345 | Moqueuse, ne te prend qu'au charme que tu jettes, | Qu'à ces soleils remplis d'homicides sagettes : | Si charmé, si navré mes vers ne sonnent pas, | Et semblent de leur père annoncer le trépas, | Rallume mon espoir, relève mon courage, | 350 | Après, cruelle, après tu verras feu et rage. |",
PRÉCIEUSE | J'entends payer au pris naguères convenu. |,
CLÉMENT | Au pris d'un premier lieu en ta grâce obtenu. |,
"VIEILLE ÉGYPTIENNE | Allons, ma fille, allons, tu sais que notre affaire | Ne souffre de remise, et que plus on diffère. |",
PRÉCIEUSE | 355 | Contrainte vous quitter me fâche infiniment. |,
CLÉMENT | Si cette belle bouche à tout le moins ne ment. |,
"PRÉCIEUSE | Ne l'imaginez pas, aucune autre hantise, | Aucuns autres devis à l'égal je ne prise, | Ma mère le dira. |",
VIEILLE ÉGYPTIENNE | Veux-tu donc pas venir? |,
"CLÉMENT | 360 | Promets avant l'adieu, que pour un souvenir | Tu verras de bon œil ces stances telles quelles, | Vouées de ma Muse à la reine des belles. |",
"PRÉCIEUSE | Monsieur, mille mercis, adieu jusqu'au revoir. |",
CLÉMENT | N'épargne rien qui soit en mon petit pouvoir. |,
"DOM JEAN | 365 | Un orage cruel se lève dans mon âme | Combattu de pensers tels que l'onde à la flamme, | Que deux camps opposés à qui Mars l'impiteux | Balance un prix égal de victoire douteux : | Ores ma raison cède à l'amour qui l'emporte, | 370 | Tantôt elle triomphe et demeure plus forte. | Croire ma passion maniaque insensé | Est se précipiter dans un gouffre élancé, | C'est noircir mon renom d'eternel vitupère, | Commettre un parricide, exécrable vipère, | 375 | Si le temps nos desseins venait à révéler, | Fatale destinée, on a beau reculer. | Ou, posé que ta faute évadât inconnue, | Accomplir de deux ans la course continue, | Parmi telle canaille exerçant ses larcins, | 380 | De ses fraudes complice et de ses assassins ? | Ô longue pénitence ! ô promesse impossible | À qui fut de l'honneur l'aiguillon si sensible ! | Lâche, perfide, et quoi ? l'inestimable pris | Des prochaines faveurs d'une chaste Cypris, | 385 | D'une beauté sans pair, de la gloire du monde, | Voir que de loin sa flamme à la tienne réponde ? | Jouir de ses discours, quelquefois apaiser | Ta fiévreuse chaleur d'un humide baiser, | Peut-être, que sait-on, d'ordinaire pressée | 390 | L'attirer peu à peu dans l'embûche dressée, | Ce long jeûne rompu : couard ne voilà pas | Qui trop de ton honneur vengera le trépas ? | À quel propos venger ? tel scrupule timide | Sous Omphale captif ne tenait un Alcide, | 395 | N'a terni du depuis la splendeur de son los | Qui se borne des cieux, de la terre et des flots, | Un Dieu voudrait faillir trop heureux en la sorte. | Mais quelqu'un du départ le mandement m'apporte, | Réjoui-toi, mon âme, appelée au séjour | 400 | De ta félicité, du soleil de ton jour. |","DOM JEAN, seul. | A peine mon vaisseau s’éloigne du rivage, | Qu'un Neptune jaloux veut exciter l’orage, | A peine dans la lice259 ay-je fait quelques pas, | Qu'un fantôme importun me dit, ne poursui pas, | 445 | Et lâche que je suis presque dans la bonace260, | Je cede au moindre effort du vent qui me menace, | Et mon cœur infidelle apres un juste choix, | Veut ce semble obeïr à cette injuste voix261. | Quel demon d’interest en mes routes divines | 450 | Seme confusément la fange et les espines, | Et pour me détourner d’un but si souhaité, | {p. 35} | Oppose l’infamie et la difficulté ? | Forçons, forçons, mon cœur, ce rempart inutile, | Rien n’est aux vrais Amans honteux ni difficile. | 455 | Insolens ennemis de mon affection, | Rang, honeur, qualité, naissance, ambition262, | Adieu, retirés-vous, sortés de ma pensée, | De vos lâches conseils mon ame est offensée, | En vain vous combatés ce vainqueur que je sers, | 460 | Qui me donte à263 ma gloire, et m’honore en ses fers. | Quel noble sentiment, partisan de ma flame, | Me fait voir glorieux* ce que je crûs infame* ? | Et quels nouveaux rayons ont si-tost dissipé | Les vapeurs dont mon cœur étoit envelopé. | 465 | Je sens qu’il est plus calme, et mon ame éclairée | Dans ce beau champ d’Amour marche plus assurée. | Le Ciel rit à mes vœux, l’air me semble plus dous. | (Voyant Precieuse.) | C'est l’effet du Soleil qui s’approche de nous.264 |"
